client_name,truck_size,truck_origin_warehouse,delivery_timestamp,total_weight,brand_1_coffee_proportion,driver_id,is_fresh_client,postcode,business_category,floor,partnership_level,box_count,brand_2_coffee_proportion,brand_3_coffee_proportion,final_time
Tejero-Gomila,Van,Zona Franca,2022-03-05 14:16:28,60.99,0.94,D84,False,08002,Cafe/Restaurant,Street level,Regular,8,0.034510491639462154,0.0254895083605379,334.8440777868275
Tejero-Gomila,Combi,Zona Franca,2022-02-28 20:51:58,35.26,0.43,D84,False,08002,Cafe/Restaurant,Street level,Regular,3,0.35665016318581516,0.2133498368141849,122.13610271407696
Tejero-Gomila,Truck,Zona Franca,2022-01-08 20:30:06,106.91,0.51,D84,True,08002,Cafe/Restaurant,Street level,Regular,20,0.060508341711066074,0.42949165828893393,815.6247926506239
Alcántara Group,Combi,Baró de Viver,2022-02-04 11:42:18,66.16,0.56,D84,False,08026,Cafe/Restaurant,Ground Floor,Regular,8,0.2635413859482624,0.17645861405173757,354.41928139324057
Alcántara Group,Van,Zona Franca,2022-01-15 20:29:28,54.1,0.88,D84,False,08026,Cafe/Restaurant,Ground Floor,Regular,7,0.0641800572382236,0.05581994276177639,338.2797427414815
"Acosta, Falcó and Álvaro",Van,Baró de Viver,2022-01-12 09:28:07,24.04,0.56,D84,True,08012,Cafe/Restaurant,Street level,Key Account,2,0.21652055287026992,0.22347944712973003,285.4061243896011
"Acosta, Falcó and Álvaro",Van,Zona Franca,2022-04-06 15:03:01,73.27,0.45,D84,False,08012,Cafe/Restaurant,Street level,Key Account,11,0.06778143885372327,0.48221856114627676,354.0674964453325
"Acosta, Falcó and Álvaro",Van,Baró de Viver,2022-01-25 18:43:34,15.46,0.51,D84,False,08012,Cafe/Restaurant,Street level,Key Account,2,0.03946864368157945,0.45053135631842056,240.85852477712055
"Acosta, Falcó and Álvaro",Combi,Baró de Viver,2022-04-01 13:56:30,115.47,0.76,D84,False,08012,Cafe/Restaurant,Street level,Key Account,11,0.06557869115150665,0.17442130884849333,409.4718196508019
"Acosta, Falcó and Álvaro",Truck,Baró de Viver,2022-05-03 18:16:15,96.99,0.57,D84,False,08012,Cafe/Restaurant,Street level,Key Account,9,0.37161529290560297,0.05838470709439708,415.5021611249955
"Acosta, Falcó and Álvaro",Combi,Baró de Viver,2022-04-10 08:04:01,30.68,0.8,D84,False,08012,Cafe/Restaurant,Street level,Key Account,5,0.06230023868551871,0.13769976131448125,381.4125114448208
"Acosta, Falcó and Álvaro",Combi,Zona Franca,2022-02-21 20:15:58,66.93,0.5,D84,False,08012,Cafe/Restaurant,Street level,Key Account,8,0.38302061434100326,0.11697938565899674,216.78087863681827
Arranz-Mendez,Van,Zona Franca,2022-02-20 17:43:40,90.02,0.65,D84,False,08010,Cafe/Restaurant,Street level,Regular,11,0.222836984852209,0.12716301514779096,676.6628705180314
Arranz-Mendez,Combi,Zona Franca,2022-03-30 10:35:35,19.96,0.78,D84,True,08010,Cafe/Restaurant,Street level,Regular,3,0.0775004129244149,0.14249958707558508,304.8177146252894
Arranz-Mendez,Van,Zona Franca,2022-01-09 11:33:06,58.91,0.66,D84,False,08010,Cafe/Restaurant,Street level,Regular,5,0.012154811343358569,0.3278451886566414,242.0705116736744
Sáez-Carbonell,Combi,Baró de Viver,2022-04-03 16:06:37,13.06,0.7,D84,False,08040,Cafe/Restaurant,Street level,Regular,3,0.12531012605914368,0.17468987394085636,206.4296370323235
Ugarte-Cabo,Van,Baró de Viver,2022-01-31 16:24:41,103.57,0.98,D84,False,08024,Cafe/Restaurant,Street level,Regular,20,0.00045393489640154703,0.01954606510359847,828.9250105744803
Ugarte-Cabo,Van,Zona Franca,2022-02-16 15:12:29,113.03,0.46,D84,True,08024,Cafe/Restaurant,Street level,Regular,18,0.018293062749022516,0.5217069372509775,746.6472201721003
Pinilla PLC,Truck,Baró de Viver,2022-04-25 08:56:29,61.9,0.83,D84,False,08025,Cafe/Restaurant,Street level,Key Account,9,0.12313736878143779,0.04686263121856225,604.5631580121259
Pinilla PLC,Van,Baró de Viver,2022-01-26 20:22:35,98.33,0.68,D84,False,08025,Cafe/Restaurant,Street level,Key Account,8,0.18514648032954886,0.1348535196704511,259.29941104480923
Pinilla PLC,Van,Zona Franca,2022-03-13 20:31:50,36.4,0.76,D84,False,08025,Cafe/Restaurant,Street level,Key Account,6,0.10817379778913705,0.13182620221086294,278.59226332997605
Adán-Pla,Van,Zona Franca,2022-01-19 15:38:43,30.92,0.54,D84,False,08014,Cafe/Restaurant,Street level,Key Account,3,0.1274642000600385,0.33253579993996146,245.57590358698158
Costa-Puerta,Combi,Zona Franca,2022-04-15 14:40:57,94.55,0.94,D84,False,08001,Cafe/Restaurant,Ground Floor,Regular,7,0.002644027497354524,0.05735597250264553,331.88647215494876
Costa-Puerta,Combi,Baró de Viver,2022-04-09 17:10:26,36.82,0.63,D84,False,08001,Cafe/Restaurant,Ground Floor,Regular,4,0.2196784230548126,0.15032157694518739,294.49903759543264
Costa-Puerta,Combi,Zona Franca,2022-05-12 18:58:53,69.19,1.0,D84,False,08001,Cafe/Restaurant,Ground Floor,Regular,8,0.0,0.0,396.6412037107745
Colom-Casares,Van,Zona Franca,2022-04-09 13:11:17,50.55,0.7,D84,False,08011,Cafe/Restaurant,Street level,Key Account,5,0.24491866333656995,0.0550813366634301,250.68836189025032
Colom-Casares,Combi,Zona Franca,2022-02-05 08:04:28,43.66,0.97,D84,False,08011,Cafe/Restaurant,Street level,Key Account,6,0.01829887369043789,0.011701126309562136,415.3942232435904
Colom-Casares,Van,Zona Franca,2022-05-14 18:54:34,41.5,0.92,D84,False,08011,Cafe/Restaurant,Street level,Key Account,3,0.06624221273575082,0.013757787264249144,248.42835945231366
Porras-Galán,Van,Zona Franca,2022-02-21 13:32:49,35.42,0.7,D84,False,08018,Cafe/Restaurant,Street level,Regular,4,0.0007233705519793411,0.2992766294480207,222.76436319930752
Porras-Galán,Van,Baró de Viver,2022-01-15 17:59:59,28.68,0.45,D84,False,08018,Cafe/Restaurant,Street level,Regular,3,0.450279044327817,0.09972095567218303,274.3270596197294
Porras-Galán,Van,Zona Franca,2022-01-25 16:50:25,102.36,0.82,D84,False,08018,Cafe/Restaurant,Street level,Regular,13,0.10148713787114629,0.07851286212885376,501.84078533819263
"Díez, Olmo and Romero",Truck,Zona Franca,2022-02-10 17:47:18,34.34,0.74,D84,True,08028,Cafe/Restaurant,Street level,Key Account,3,0.1042169604691972,0.1557830395308028,304.51197021220094
"Díez, Olmo and Romero",Van,Baró de Viver,2022-01-22 14:27:19,42.4,0.82,D84,False,08028,Cafe/Restaurant,Street level,Key Account,4,0.09700987442871896,0.08299012557128109,251.9162467964533
Acevedo LLC,Van,Zona Franca,2022-03-07 10:35:45,66.07,0.55,D84,False,08021,Cafe/Restaurant,Ground Floor,Regular,7,0.1441231092211491,0.30587689077885083,479.2607212257353
Acevedo LLC,Truck,Baró de Viver,2022-03-18 12:17:44,69.14,0.78,D84,False,08021,Cafe/Restaurant,Ground Floor,Regular,7,0.1379134939405725,0.08208650605942747,415.43538455364137
Acevedo LLC,Van,Baró de Viver,2022-02-03 10:08:16,50.79,0.51,D84,False,08021,Cafe/Restaurant,Ground Floor,Regular,4,0.19760655752553258,0.2923934424744674,375.60997839300103
Acevedo LLC,Truck,Zona Franca,2022-02-22 20:42:33,57.56,0.63,D84,False,08021,Cafe/Restaurant,Ground Floor,Regular,4,0.33726063158669795,0.03273936841330205,256.47167134988734
Cruz-Atienza,Truck,Zona Franca,2022-01-10 10:01:55,84.99,0.52,D84,False,08031,Cafe/Restaurant,Street level,Regular,7,0.2710854480731536,0.20891455192684638,450.76984427301346
Cruz-Atienza,Van,Baró de Viver,2022-03-01 19:46:30,33.79,0.44,D84,False,08031,Cafe/Restaurant,Street level,Regular,5,0.5099583354459818,0.05004166455401826,338.3815577545444
Cruz-Atienza,Truck,Zona Franca,2022-05-04 18:01:04,37.41,0.91,D84,False,08031,Cafe/Restaurant,Street level,Regular,5,0.07548466428138151,0.01451533571861846,329.72820323444677
Cruz-Atienza,Van,Baró de Viver,2022-01-22 17:01:31,32.52,0.75,D84,True,08031,Cafe/Restaurant,Street level,Regular,3,0.2326412198611324,0.017358780138867602,333.73316798855103
Sevillano Ltd,Van,Zona Franca,2022-02-01 11:34:31,96.54,0.85,D84,False,08020,Cafe/Restaurant,Ground Floor,Key Account,7,0.01543517598432508,0.13456482401567493,343.7919598405791
Sevillano Ltd,Truck,Zona Franca,2022-01-26 16:06:56,55.22,0.83,D84,False,08020,Cafe/Restaurant,Ground Floor,Key Account,5,0.02679843039670155,0.1432015696032985,370.3657870152757
Sevillano Ltd,Truck,Zona Franca,2022-05-19 13:49:44,56.73,0.76,D84,True,08020,Cafe/Restaurant,Ground Floor,Key Account,6,0.16820777425956734,0.07179222574043265,555.0100515852189
Leal-Juan,Truck,Zona Franca,2022-03-07 12:03:22,65.42,0.78,D84,False,08012,Cafe/Restaurant,Street level,Key Account,8,0.12580846070135693,0.09419153929864305,349.86068689780984
Leal-Juan,Van,Baró de Viver,2022-02-28 20:09:25,95.69,0.97,D84,False,08012,Cafe/Restaurant,Street level,Key Account,14,0.009918126400277297,0.02008187359972273,457.0814853998248
Leal-Juan,Combi,Zona Franca,2022-03-03 14:48:01,119.79,0.56,D84,True,08012,Cafe/Restaurant,Street level,Key Account,14,0.3087516067009198,0.13124839329908017,607.6151525568381
Leal-Juan,Truck,Baró de Viver,2022-04-18 11:33:22,96.55,0.56,D84,False,08012,Cafe/Restaurant,Street level,Key Account,10,0.41260742224044544,0.027392577759554504,406.8891180761905
Leal-Juan,Van,Zona Franca,2022-02-03 14:16:40,45.75,0.66,D84,False,08012,Cafe/Restaurant,Street level,Key Account,8,0.08237662235781192,0.25762337764218807,396.830540458808
"Huertas, Iriarte and Baró",Van,Baró de Viver,2022-04-04 12:23:18,117.28,0.49,D84,True,08227,Coffee Retailers,Street level,Regular,11,0.11770955804191242,0.3922904419580876,554.3916049173148
"Huertas, Iriarte and Baró",Van,Baró de Viver,2022-04-17 18:42:27,42.44,0.62,D84,False,08227,Coffee Retailers,Street level,Regular,7,0.3066225184141678,0.07337748158583218,510.4076143763603
"Huertas, Iriarte and Baró",Combi,Zona Franca,2022-04-02 17:15:49,20.41,0.41,D84,False,08227,Coffee Retailers,Street level,Regular,3,0.17635626257136452,0.4136437374286356,319.3386111082988
Belmonte Ltd,Truck,Baró de Viver,2022-01-02 17:26:25,76.91,0.61,D84,True,08013,Cafe/Restaurant,Street level,Regular,6,0.18602430411009982,0.2039756958899002,421.3340229750428
Belmonte Ltd,Truck,Zona Franca,2022-02-19 08:00:46,32.43,0.9,D84,False,08013,Cafe/Restaurant,Street level,Regular,3,0.06301918388517953,0.036980816114820445,298.71887630635024
Tenorio LLC,Van,Baró de Viver,2022-05-08 15:40:40,75.27,0.89,D84,False,08002,Cafe/Restaurant,Street level,Regular,6,0.03447447206877461,0.07552552793122538,320.1570611089101
Tenorio LLC,Van,Baró de Viver,2022-02-24 17:54:19,110.61,0.74,D84,False,08002,Cafe/Restaurant,Street level,Regular,14,0.06590098011590524,0.19409901988409478,686.6327004807398
Gallardo PLC,Combi,Baró de Viver,2022-02-07 19:17:10,37.72,0.67,D84,False,08002,Cafe/Restaurant,Street level,Regular,5,0.024594125700881993,0.305405874299118,276.16850629774495
Gallardo PLC,Van,Baró de Viver,2022-01-22 11:36:32,20.23,0.57,D84,False,08002,Cafe/Restaurant,Street level,Regular,4,0.05899663052641816,0.37100336947358187,248.49477792037445
Mesa Group,Van,Zona Franca,2022-01-15 15:54:11,80.02,0.52,D84,False,08039,Cafe/Restaurant,Street level,Regular,12,0.202587275348355,0.277412724651645,516.5383263697678
Mesa Group,Van,Zona Franca,2022-01-16 12:32:13,118.09,0.55,D84,False,08039,Cafe/Restaurant,Street level,Regular,14,0.4485302536582165,0.0014697463417834289,574.5663920603762
Mesa Group,Van,Zona Franca,2022-02-22 09:07:48,62.56,0.76,D84,False,08039,Cafe/Restaurant,Street level,Regular,8,0.19344136050543229,0.046558639494567705,502.0348671665215
Mesa Group,Van,Baró de Viver,2022-05-04 11:28:46,98.95,0.91,D84,False,08039,Cafe/Restaurant,Street level,Regular,13,0.08637795730115265,0.0036220426988473192,527.2512466264418
Mesa Group,Truck,Zona Franca,2022-03-03 10:50:26,84.76,0.48,D84,False,08039,Cafe/Restaurant,Street level,Regular,8,0.179536141022907,0.340463858977093,490.2801143156529
Arjona Inc,Van,Zona Franca,2022-03-01 19:35:02,82.53,0.54,D84,True,08027,Coffee Retailers,Street level,Regular,12,0.2550069687596873,0.20499303124031265,552.2977834891656
Arjona Inc,Van,Zona Franca,2022-04-03 16:58:10,10.67,0.92,D84,True,08027,Coffee Retailers,Street level,Regular,2,0.05755159760719021,0.02244840239280975,197.24078109522296
Font LLC,Combi,Zona Franca,2022-03-29 16:05:02,21.15,0.87,D84,False,08016,Cafe/Restaurant,Street level,Regular,2,0.01739057473744424,0.11260942526255577,164.2853377498608
Font LLC,Van,Zona Franca,2022-05-19 11:54:40,29.37,0.69,D84,False,08016,Cafe/Restaurant,Street level,Regular,5,0.00804151333921926,0.3019584866607808,270.6069312510254
Iglesia Group,Combi,Zona Franca,2022-04-12 16:47:15,29.27,0.57,D84,False,08036,Cafe/Restaurant,Ground Floor,Regular,3,0.08289077719693959,0.34710922280306045,207.55767008639862
Iglesia Group,Van,Zona Franca,2022-03-16 17:40:22,119.14,0.41,D84,True,08036,Cafe/Restaurant,Ground Floor,Regular,20,0.11500343544824287,0.4749965645517572,1279.3430148439343
Iglesia Group,Van,Baró de Viver,2022-02-24 08:16:03,18.2,0.92,D84,False,08036,Cafe/Restaurant,Ground Floor,Regular,4,0.0029419575822899166,0.07705804241771004,309.7083603310776
"Fuertes, Enríquez and Martínez",Van,Baró de Viver,2022-02-13 16:13:48,102.94,0.86,D84,False,08006,Cafe/Restaurant,Street level,Key Account,8,0.12065808791811199,0.019341912081888027,318.08735390294754
"Fuertes, Enríquez and Martínez",Truck,Baró de Viver,2022-01-11 08:19:17,72.46,0.59,D84,False,08006,Cafe/Restaurant,Street level,Key Account,6,0.14505154411668747,0.26494845588331256,448.59557572261355
"Saez, Paniagua and Menendez",Combi,Baró de Viver,2022-03-22 17:09:32,32.27,0.91,D84,False,08030,Hotels,Ground Floor,Regular,3,0.03425264189155065,0.055747358108449316,274.3807342492167
Alarcón LLC,Van,Zona Franca,2022-05-21 15:56:30,74.67,0.68,D84,False,08227,Cafe/Restaurant,Ground Floor,Key Account,6,0.05980691598687041,0.26019308401312957,368.22136212478176
Alarcón LLC,Combi,Baró de Viver,2022-05-11 13:26:41,91.51,0.64,D84,False,08227,Cafe/Restaurant,Ground Floor,Key Account,10,0.07829675956712817,0.2817032404328718,429.552644071424
Alarcón LLC,Truck,Zona Franca,2022-02-07 19:57:41,9.85,0.8,D84,False,08227,Cafe/Restaurant,Ground Floor,Key Account,1,0.16271667586998897,0.03728332413001098,224.12829964588605
Alarcón LLC,Combi,Zona Franca,2022-01-30 12:19:57,114.77,0.87,D84,False,08227,Cafe/Restaurant,Ground Floor,Key Account,10,0.01666090346446682,0.11333909653553319,397.62139950846375
Alarcón LLC,Van,Zona Franca,2022-04-02 19:55:34,18.43,0.49,D84,False,08227,Cafe/Restaurant,Ground Floor,Key Account,2,0.4192583134713483,0.09074168652865172,257.7209786502791
Alarcón LLC,Combi,Baró de Viver,2022-04-21 09:12:08,36.36,0.97,D84,False,08227,Cafe/Restaurant,Ground Floor,Key Account,8,0.029628536498666296,0.00037146350133373043,584.3693601984108
Alarcón LLC,Van,Zona Franca,2022-02-24 18:36:22,36.0,0.82,D84,False,08227,Cafe/Restaurant,Ground Floor,Key Account,7,0.15776249123714545,0.022237508762854602,513.2659438090084
"Fábregas, Mayoral and Bayo",Van,Baró de Viver,2022-02-25 18:15:34,109.17,0.87,D84,False,08035,Coffee Retailers,Other,Key Account,10,0.00460433652496701,0.125395663475033,687.3556530067757
"Agullo, Piquer and Gascón",Combi,Zona Franca,2022-02-01 13:33:28,30.68,0.86,D84,False,08035,Cafe/Restaurant,Street level,Regular,3,0.06322919829767182,0.0767708017023282,181.0308271282119
"Agullo, Piquer and Gascón",Van,Baró de Viver,2022-03-16 14:54:24,118.18,0.4,D84,True,08035,Cafe/Restaurant,Street level,Regular,10,0.2304659824498802,0.3695340175501198,596.0940781693153
"Agullo, Piquer and Gascón",Combi,Zona Franca,2022-04-04 13:27:45,96.68,0.5,D84,False,08035,Cafe/Restaurant,Street level,Regular,10,0.11011640171584997,0.38988359828415003,371.52764335930493
"Agullo, Piquer and Gascón",Combi,Zona Franca,2022-05-06 15:30:39,108.16,0.42,D84,True,08035,Cafe/Restaurant,Street level,Regular,8,0.36062713917351497,0.2193728608264851,424.7682306143096
Escobar and Sons,Van,Zona Franca,2022-03-13 20:08:22,27.41,0.8,D84,False,08036,Cafe/Restaurant,Street level,Regular,2,0.18691837404290773,0.013081625957092224,166.85527845472828
Escobar and Sons,Combi,Baró de Viver,2022-04-08 10:04:31,42.75,0.74,D84,False,08036,Cafe/Restaurant,Street level,Regular,6,0.18927294714831472,0.07072705285168529,401.92142191289764
Escobar and Sons,Van,Baró de Viver,2022-04-14 08:31:29,119.47,0.88,D84,False,08036,Cafe/Restaurant,Street level,Regular,18,0.06698611646317265,0.053013883536827344,1156.9785706622422
Escobar and Sons,Combi,Baró de Viver,2022-05-07 09:00:40,104.96,0.9,D84,False,08036,Cafe/Restaurant,Street level,Regular,14,0.06404565958227217,0.03595434041772781,666.6177979516015
Escobar and Sons,Van,Baró de Viver,2022-04-20 11:04:15,30.21,0.62,D84,False,08036,Cafe/Restaurant,Street level,Regular,3,0.303928912761528,0.076071087238472,209.41390845861312
Iniesta-Castrillo,Van,Baró de Viver,2022-01-07 18:01:54,119.86,0.79,D84,False,08040,Cafe/Restaurant,Street level,Key Account,10,0.026312202610689353,0.18368779738931063,484.60712385743955
Iniesta-Castrillo,Van,Zona Franca,2022-01-06 12:56:10,16.82,0.41,D84,False,08040,Cafe/Restaurant,Street level,Key Account,2,0.45497392738468917,0.1350260726153109,184.14916010089448
Iniesta-Castrillo,Combi,Baró de Viver,2022-01-13 10:26:11,36.96,0.89,D84,True,08040,Cafe/Restaurant,Street level,Key Account,5,0.029875881127527766,0.08012411887247223,465.91219830662703
"Zabala, Pedrosa and Solé",Van,Zona Franca,2022-03-15 09:58:25,101.85,0.46,D84,False,08025,Cafe/Restaurant,Street level,Regular,12,0.23087178200482067,0.30912821799517937,645.2067913192968
"Zabala, Pedrosa and Solé",Combi,Baró de Viver,2022-04-18 19:34:03,97.97,0.99,D84,False,08025,Cafe/Restaurant,Street level,Regular,9,0.00943967815508027,0.0005603218449197391,577.777381467468
"Zabala, Pedrosa and Solé",Van,Zona Franca,2022-01-23 17:39:54,86.8,0.5,D84,False,08025,Cafe/Restaurant,Street level,Regular,11,0.3451569869430885,0.1548430130569115,556.3220684831084
"Zabala, Pedrosa and Solé",Combi,Zona Franca,2022-02-02 18:57:07,41.87,0.59,D84,False,08025,Cafe/Restaurant,Street level,Regular,3,0.4018146601271728,0.008185339872827213,195.02130980479143
"Zabala, Pedrosa and Solé",Truck,Zona Franca,2022-01-14 13:32:40,15.31,0.47,D84,False,08025,Cafe/Restaurant,Street level,Regular,2,0.3590757490287947,0.17092425097120534,171.83795487837463
"Zabala, Pedrosa and Solé",Combi,Zona Franca,2022-02-04 08:22:21,73.34,0.71,D84,True,08025,Cafe/Restaurant,Street level,Regular,8,0.25957748533802827,0.030422514661971767,543.7274877188817
"Zabala, Pedrosa and Solé",Truck,Baró de Viver,2022-01-24 11:06:11,93.41,0.68,D84,False,08025,Cafe/Restaurant,Street level,Regular,8,0.2871071973394313,0.032892802660568654,467.69864596157333
"Zabala, Pedrosa and Solé",Van,Zona Franca,2022-02-28 19:55:13,59.86,0.45,D84,False,08025,Cafe/Restaurant,Street level,Regular,7,0.4362635007190056,0.11373649928099444,377.0045994827039
"Zabala, Pedrosa and Solé",Truck,Zona Franca,2022-02-26 10:49:15,85.65,0.73,D84,False,08025,Cafe/Restaurant,Street level,Regular,9,0.21455896363192453,0.055441036368075486,516.1431863359014
"Zabala, Pedrosa and Solé",Van,Zona Franca,2022-04-22 20:22:49,9.6,0.51,D84,False,08025,Cafe/Restaurant,Street level,Regular,1,0.20842909028603862,0.28157090971396137,98.28050740605786
"Palau, Tudela and Rivera",Van,Baró de Viver,2022-03-26 18:02:16,66.89,0.77,D84,False,08009,Cafe/Restaurant,Street level,Regular,6,0.13985526924643232,0.09014473075356766,339.2971919189279
"Palau, Tudela and Rivera",Van,Baró de Viver,2022-04-07 13:53:47,68.96,1.0,D84,True,08009,Cafe/Restaurant,Street level,Regular,14,0.0,0.0,672.5391214510984
Jara PLC,Van,Zona Franca,2022-02-25 09:53:49,46.76,0.72,D84,False,08015,Cafe/Restaurant,Other,Regular,10,0.11179264722107245,0.16820735277892757,764.1020070158288
Jara PLC,Combi,Baró de Viver,2022-03-26 11:49:03,17.0,0.83,D84,False,08015,Cafe/Restaurant,Other,Regular,4,0.1095494946116374,0.060450505388362635,320.2217437339416
Jara PLC,Van,Baró de Viver,2022-04-26 13:42:21,113.9,0.43,D84,False,08015,Cafe/Restaurant,Other,Regular,12,0.5164348323224177,0.05356516767758235,836.821931695025
